,TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
0,,1002098,2013,GREEN BAY PACKAGING/ARK KRAFT,Unit 1 (Recover Boiler  SN-05A),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,1590,.03,.003,.8,.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1002098,2013,GREEN BAY PACKAGING/ARK KRAFT,Unit 2 (#2 Lime Kiln  SN-08),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,17900,.91,0,22.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,D001,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,6098,.11,.012,2.9,3.4,,,,,,,,,,,,,,,,,,
3,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,D001,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Other (specify),Once per truck,2728,.11,.022,2.7,6.5,,,,,,,,,,,,,,,,,,
4,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,L001,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,13178,.67,0,16.8,0,,,,,,,,,,,,,,,,,,
5,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,L001,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Other (specify),Once per truck,2000,.07,0,1.8,0,,,,,,,,,,,,,,,,,,
6,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,L002,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,13178,.67,0,16.8,0,,,,,,,,,,,,,,,,,,
7,,1003470,2013,GRAPHIC PACKAGING INTERNATIONAL,L002,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Other (specify),Once per truck,2000,.07,0,1.8,0,,,,,,,,,,,,,,,,,,
8,,1006360,2013,NIPPON DYNAWAVE PACKAGING,GHG-01_RB10,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,3389.7,.14,.027,3.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,1006360,2013,NIPPON DYNAWAVE PACKAGING,GHG-02_LK,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,38613.2,1.86,0,46.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,1004055,2013,GEORGIA-PACIFIC TOLEDO LLC,EU14 Recovery Boiler #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,1737,.03,.003,.8,.9,,,,,,,,,,,,,,,,,,
11,,1004055,2013,GEORGIA-PACIFIC TOLEDO LLC,EU1 Lime Kiln #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,11830,.6,0,15,0,,,,,,,,,,,,,,,,,,
12,,1004055,2013,GEORGIA-PACIFIC TOLEDO LLC,EU2 Lime Kiln #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,11144,.57,0,14.3,0,,,,,,,,,,,,,,,,,,
13,,1004055,2013,GEORGIA-PACIFIC TOLEDO LLC,EU16 Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,1384,.03,.003,.8,.9,,,,,,,,,,,,,,,,,,
14,,1004055,2013,GEORGIA-PACIFIC TOLEDO LLC,EU3 Lime Kiln #3,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,11580,.59,0,14.8,0,,,,,,,,,,,,,,,,,,
15,,1002733,2013,"Brunswick Cellulose, Inc.",R401,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1b, natural gas billing in mmBtu)",2013-01-01-00:0,2013-12-31-00:0,247,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,1002733,2013,"Brunswick Cellulose, Inc.",R401,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2013-01-01-00:0,2013-12-31-00:0,Upon addition of oil to the storage tank,0,5,,,,,3043,.11,.023,2.8,6.9,,,
17,,1002733,2013,"Brunswick Cellulose, Inc.",R407,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,145,0,0,0,0,,,,,,,,,,,,,,,,,,
18,,1002733,2013,"Brunswick Cellulose, Inc.",R407,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Upon addition of oil to the storage tank,,4458,.18,.036,4.5,10.7,,,,,,,,,,,,,,,,,,
19,,1002733,2013,"Brunswick Cellulose, Inc.",R407,Propane Gas,,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,1002733,2013,"Brunswick Cellulose, Inc.",L537,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,48811,2.48,0,62,0,,,,,,,,,,,,,,,,,,
21,,1002733,2013,"Brunswick Cellulose, Inc.",L537,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2013-01-01-00:0,2013-12-31-00:0,Upon addition of oil to the storage tank,0,5,,,,,9883,.33,0,8.3,0,,,
22,,1002733,2013,"Brunswick Cellulose, Inc.",L537,Propane Gas,,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,1003280,2013,PACKAGING CORP. OF AMERICA,6063,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Daily,,29599.4,1.51,0,37.7,0,,,,,,,,,,,,,,,,,,
24,,1003280,2013,PACKAGING CORP. OF AMERICA,6063,Residual Fuel Oil No. 5,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Monthly,,3139.6,.12,0,2.9,0,,,,,,,,,,,,,,,,,,
25,,1003280,2013,PACKAGING CORP. OF AMERICA,6063,Vegetable Oil,,Tier 1 (Equation C-1),2013-01-01-00:0,2013-12-31-00:0,803.7,.01,0,.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,1003280,2013,PACKAGING CORP. OF AMERICA,7040,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Daily,,1755.9,.03,.003,.8,1,,,,,,,,,,,,,,,,,,
27,,1007226,2013,International Paper-Riegelwood,RB5,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Once per fuel lot,,8141.2,.33,.065,8.1,19.4,,,,,,,,,,,,,,,,,,
28,,1007226,2013,International Paper-Riegelwood,RB4,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Once per fuel lot,,3362.7,.13,.027,3.4,8,,,,,,,,,,,,,,,,,,
29,,1007226,2013,International Paper-Riegelwood,LK3,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Once per fuel lot,,1378.2,.05,0,1.3,0,,,,,,,,,,,,,,,,,,
30,,1007226,2013,International Paper-Riegelwood,LK4,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Once per fuel lot,,60698.6,3.09,0,77.3,0,,,,,,,,,,,,,,,,,,
31,,1007226,2013,International Paper-Riegelwood,LK4,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2013-01-01-00:0,2013-12-31-00:0,Once per fuel lot,,21019.7,.76,0,18.9,0,,,,,,,,,,,,,,,,,,
