,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
0,1000166,2014,KapStone Paper and Packaging Corp,,,09-PU-004,Pulp Mill Lime Kiln,,,
1,1000166,2014,KapStone Paper and Packaging Corp,607250.7,12.22,08-PU-012,Chemical Recovery Furnace,2.702,0.0019,0.00042
2,1000183,2014,Pixelle Specialty Solutions LLC,,,P001,Pulp Mill Lime Kiln,,,
3,1000183,2014,Pixelle Specialty Solutions LLC,476006.5,9.59,B011,Chemical Recovery Furnace,2.119,0.0019,0.00042
4,1000196,2014,International Paper - Pensacola Mill,502250.6,10.11,#1 Recovery Boiler,Chemical Recovery Furnace,2.235,0.0019,0.00042
5,1000196,2014,International Paper - Pensacola Mill,525293.4,10.57,No. 2 Recovery Boiler,Chemical Recovery Furnace,2.337,0.0019,0.00042
6,1000196,2014,International Paper - Pensacola Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
7,1000228,2014,International Paper - New Bern Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
8,1000228,2014,International Paper - New Bern Mill,688782.8,13.86,Recovery Furnace,Chemical Recovery Furnace,3.064,0.0019,0.00042
9,1000229,2014,Domtar Paper Company LLC - Plymouth,1067904.1,21.49,No. 5 Recovery Furnace,Chemical Recovery Furnace,4.751,0.0019,0.00042
10,1000229,2014,Domtar Paper Company LLC - Plymouth,,,Lime Kiln,Pulp Mill Lime Kiln,,,
11,1000230,2014,Blue Ridge Paper Products LLC,,,Lime Kiln No.5,Pulp Mill Lime Kiln,,,
12,1000230,2014,Blue Ridge Paper Products LLC,,,Lime Kiln No.4,Pulp Mill Lime Kiln,,,
13,1000230,2014,Blue Ridge Paper Products LLC,540915.7,10.93,Recovery Furnace No.10,Chemical Recovery Furnace,2.417,0.0019,0.00042
14,1000230,2014,Blue Ridge Paper Products LLC,557886.4,11.28,Recovery Furnace No.11,Chemical Recovery Furnace,2.492,0.0019,0.00042
15,1000256,2014,"WestRock Virginia, Covington",849353.3,17.2,No. 2 Recovery Furnace REC010,Chemical Recovery Furnace,3.802,0.0019,0.00042
16,1000256,2014,"WestRock Virginia, Covington",505732.3,10.24,No. 1 Recovery Furnace REC001,Chemical Recovery Furnace,2.264,0.0019,0.00042
17,1000256,2014,"WestRock Virginia, Covington",,,No. 2 Lime Kiln REC047,Pulp Mill Lime Kiln,,,
18,1000258,2014,International Paper-Franklin Mill,,,Lime Kiln 4,Pulp Mill Lime Kiln,,,
19,1000258,2014,International Paper-Franklin Mill,759838.4,15.29,Recovery Boiler 6,Chemical Recovery Furnace,3.381,0.0019,0.00042
20,1000262,2014,"WestRock Coated Board, LLC",520461.4,10.49,No 1. Recovery Furnace,Chemical Recovery Furnace,2.318,0.0019,0.00042
21,1000262,2014,"WestRock Coated Board, LLC",,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
22,1000262,2014,"WestRock Coated Board, LLC",,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
23,1000262,2014,"WestRock Coated Board, LLC",723869.7,14.59,No. 2 Recovery Furnace,Chemical Recovery Furnace,3.224,0.0019,0.00042
24,1000273,2014,"GP Big Island, LLC",59389.2,1.11,REC 13,Chemical Recovery Combustion Unit,.245,0.0019,0.00042
25,1000305,2014,Resolute Forest Product - Coosa Pines Operation,,,Z032,Pulp Mill Lime Kiln,,,
26,1000305,2014,Resolute Forest Product - Coosa Pines Operation,680013.8,13.69,Z003,Chemical Recovery Furnace,3.025,0.0019,0.00042
27,1000311,2014,Resolute Forest Products Calhoun Operation,528271.7,10.69,No.3 Recovery Furnace,Chemical Recovery Furnace,2.364,0.0019,0.00042
28,1000311,2014,Resolute Forest Products Calhoun Operation,,,Lime Kiln,Pulp Mill Lime Kiln,,,
29,1000319,2014,"WestRock CP, LLC - Florence Mill",753752.2,15.17,RF1,Chemical Recovery Furnace,3.354,0.0019,0.00042
30,1000319,2014,"WestRock CP, LLC - Florence Mill",,,LK1,Pulp Mill Lime Kiln,,,
31,1000319,2014,"WestRock CP, LLC - Florence Mill",,,LK2,Pulp Mill Lime Kiln,,,
