,TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
0,,1000166,2014,KapStone Paper and Packaging Corp,09-PU-004,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,26844,1.37,0,34.3,0,,,,,,,,,,,,,,,,0.98,,
1,,1000166,2014,KapStone Paper and Packaging Corp,09-PU-004,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,817.3,.03,0,.7,0,,,,,,,,,,,,,,,,0.02,,
2,,1000166,2014,KapStone Paper and Packaging Corp,08-PU-012,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,1355.8,.05,.011,1.4,3.2,,,,,,,,,,,,,,,,,,
3,,1000183,2014,P H Glatfelter Company - Chillicothe Fac,B011,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,8529,.35,.069,8.6,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,1000183,2014,P H Glatfelter Company - Chillicothe Fac,P001,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,26857,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5,,1000228,2014,International Paper - New Bern Mill,Recovery Furnace,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Daily,,9436.9,.18,.018,4.4,5.3,,,,,,,,,,,,,,,,,,
6,,1000228,2014,International Paper - New Bern Mill,Recovery Furnace,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,1000228,2014,International Paper - New Bern Mill,Recovery Furnace,Propane,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,1000228,2014,International Paper - New Bern Mill,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Daily,,33400.5,1.7,0,42.5,0,,,,,,,,,,,,,,,,0.9954,,
9,,1000228,2014,International Paper - New Bern Mill,Lime Kiln,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
10,,1000228,2014,International Paper - New Bern Mill,Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,219.3,.01,0,.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046,,
11,,1000229,2014,Domtar Paper Company LLC - Plymouth,No. 5 Recovery Furnace,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,13863.2,.56,.112,14.1,33.5,,,,,,,,,,,,,,,,,,
12,,1000229,2014,Domtar Paper Company LLC - Plymouth,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,46924.1,2.39,0,59.7,0,,,,,,,,,,,,,,,,1.0,,
13,,1006262,2014,International Paper-Eastover Mill,No.2 Recovery Furnace,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,163.3,.01,.001,.2,.4,,,,,,,,,,,,,,,,,,
14,,1006262,2014,International Paper-Eastover Mill,No.2 Recovery Furnace,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,1893.7,.08,.015,1.9,4.6,,,,,,,,,,,,,,,,,,
15,,1006262,2014,International Paper-Eastover Mill,No.1 Recovery Furnace,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,1979.7,.08,.016,2,4.8,,,,,,,,,,,,,,,,,,
16,,1006262,2014,International Paper-Eastover Mill,No.1 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,77.7,0,.001,.1,.2,,,,,,,,,,,,,,,,0.002,,
17,,1006262,2014,International Paper-Eastover Mill,No.1 Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,38029.7,1.52,0,38,0,,,,,,,,,,,,,,,,0.998,,
18,,1006262,2014,International Paper-Eastover Mill,No.2 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,29701.7,.56,0,14,0,,,,,,,,,,,,,,,,0.79,,
19,,1006262,2014,International Paper-Eastover Mill,No.2 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,,
20,,1006262,2014,International Paper-Eastover Mill,No.2 Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Monthly,,11165.6,.45,0,11.2,0,,,,,,,,,,,,,,,,0.21,,
21,,1000426,2014,KapStone Charleston Kraft LLC,No. 1 Recovery Boiler/REC004,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,7389.9,.3,.059,7.4,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,1000426,2014,KapStone Charleston Kraft LLC,No. 9 Recovery Boiler/REC007,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,5202.6,.21,.042,5.2,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,1000426,2014,KapStone Charleston Kraft LLC,No. 4 Lime Kiln/CP001,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,4142.4,.15,0,3.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,,
24,,1000426,2014,KapStone Charleston Kraft LLC,No. 5 Lime Kiln/CP002,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1b, natural gas billing in mmBtu)",2014-01-01-00:0,2014-12-31-00:0,54687.8,1.03,0,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,,
25,,1000426,2014,KapStone Charleston Kraft LLC,No. 5 Lime Kiln/CP002,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,6045.7,.22,0,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,
26,,1000319,2014,"WestRock CP, LLC - Florence Mill",RF1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,2510.2,.1,.02,2.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,1000319,2014,"WestRock CP, LLC - Florence Mill",LK1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,28833.5,1.47,0,36.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9962,,
28,,1000319,2014,"WestRock CP, LLC - Florence Mill",LK1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,155.7,.01,0,.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038,,
29,,1000319,2014,"WestRock CP, LLC - Florence Mill",LK2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,28672.2,1.46,0,36.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.99404,,
30,,1000319,2014,"WestRock CP, LLC - Florence Mill",LK2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,243.3,.01,0,.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.00596,,
31,,1000324,2014,Marlboro Paper Mill,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Hourly,,27647.4,1.41,0,35.2,0,,,,,,,,,,,,,,,,0.815624952,,
32,,1000324,2014,Marlboro Paper Mill,Lime Kiln,Petroleum Coke,,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Once per fuel lot,,12063.2,.32,0,8,0,,,,,,,,,,,,,,,,0.184375,,
33,,1000324,2014,Marlboro Paper Mill,Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2014-01-01-00:0,2014-12-31-00:0,Hourly,,663.8,.01,.001,.3,.4,,,,,,,,,,,,,,,,,,
34,,1000602,2014,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",No. 5 Recovery Boiler (L03007/L03008),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,5544.6,.1,.01,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1000602,2014,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",No. 1 Lime Kiln (L04002),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,22766.4,1.16,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
36,,1000602,2014,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",No. 2 Lime Kiln (L04003),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,20639.8,1.05,0,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
37,,1000602,2014,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",No. 4 Recovery Boiler (L03004/L03005),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,5005.1,.09,.009,2.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1002253,2014,LINCOLN PAPER AND TISSUE,LK,Natural Gas (Weighted U.S. Average),,"Tier 1 (Equation C-1b, natural gas billing in mmBtu)",2014-01-01-00:0,2014-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
39,,1002253,2014,LINCOLN PAPER AND TISSUE,RB2,Wood and Wood Residuals (dry basis),,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,1001237,2014,Verso Luke LLC,Recovery Boiler #2,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2014-01-01-00:0,2014-12-31-00:0,1389.7,.06,.011,1.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
