,TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
0,,1006703,2012,International Paper - Columbus Mill,Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1006703,2012,International Paper - Columbus Mill,Recovery Boiler,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,9297,.38,.075,7.9,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1006703,2012,International Paper - Columbus Mill,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,45745,.86,.086,18.1,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,1002149,2012,International Paper - Springfield Mill,"Lime Kilns, Combined, EU 455",Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,24009.5,1.22,0,25.7,0,,,,,,,,,,,,,,,,,,
4,,1002149,2012,International Paper - Springfield Mill,#4 Kraft Recovery Furnace EU445C,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,2771.5,.05,.005,1.1,1.6,,,,,,,,,,,,,,,,,,
5,,1007273,2012,Expera Specialty Solutions LLC - Mosinee Mill,#14 Recovery Boiler (B21),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,1448.5,.03,.003,.6,.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,1007273,2012,Expera Specialty Solutions LLC - Mosinee Mill,#14 Recovery Boiler (B21),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,1115.7,.04,.009,.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,1007273,2012,Expera Specialty Solutions LLC - Mosinee Mill,Lime Kiln (P36),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,12136,.22,.022,4.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,EU14 Recovery Boiler #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,1502.1,.03,.003,.6,.9,,,,,,,,,,,,,,,,,,
9,,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,EU1 Lime Kiln #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,10758,.55,0,11.6,0,,,,,,,,,,,,,,,,,,
10,,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,EU2 Lime Kiln #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,10416,.53,0,11.1,0,,,,,,,,,,,,,,,,,,
11,,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,EU16 Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,2651,.05,.005,1.1,1.6,,,,,,,,,,,,,,,,,,
12,,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,EU3 Lime Kiln #3,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,11084,.56,0,11.8,0,,,,,,,,,,,,,,,,,,
13,,1002253,2012,LINCOLN PAPER AND TISSUE,LK,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,772.1,.03,0,.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,1002253,2012,LINCOLN PAPER AND TISSUE,LK,Used Oil,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,15804.7,.58,0,12.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,1002253,2012,LINCOLN PAPER AND TISSUE,RB2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,97.8,0,.001,.1,.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,1002253,2012,LINCOLN PAPER AND TISSUE,RB2,Used Oil,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,1118.8,.05,.009,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,Recovery Furnace No. 20,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,7670.6,.31,.061,6.4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,Recovery Furnace No. 21,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,4613.9,.18,.037,3.9,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,61903.9,3.15,0,66.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,1001237,2012,Verso Luke LLC,Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,1001237,2012,Verso Luke LLC,Recovery Boiler #2,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,1001237,2012,Verso Luke LLC,Recovery Boiler #2,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,1001237,2012,Verso Luke LLC,Recovery Boiler #3,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,6081.1,.2,.1,4.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,1001237,2012,Verso Luke LLC,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2012-01-01-00:0,2012-12-31-00:0,39607.8,2,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,BR-REC1-M003,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2012-01-01-00:0,2012-12-31-00:0,Monthly,,669,.01,.001,.2,.3,,,,,,,,,,,,,,,,,,
