,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,MONTH,MASS_OF_STEAM,MASS_OF_STEAM_UOM,BOILER_RATIO_B,BOILER_HEAT_UOM
0,1000219,2016,French Island,1,Wood and Wood Residuals (dry basis),May,21410203.0,pounds steam,0.00164,mmBtu/pounds steam
1,1000219,2016,French Island,1,Municipal Solid Waste,January,10779011.4,pounds steam,0.00164,mmBtu/pounds steam
2,1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),June,22466491.0,pounds steam,0.00166333,mmBtu/pounds steam
3,1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),October,23800280.0,pounds steam,0.00166333,mmBtu/pounds steam
4,1006774,2016,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),April,92681.0,pounds steam,0.00160681,mmBtu/pounds steam
5,1006774,2016,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),June,41832.0,pounds steam,0.00160681,mmBtu/pounds steam
6,1006774,2016,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),November,193815.0,pounds steam,0.00160681,mmBtu/pounds steam
7,1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,June,70165265.0,pounds steam,0.00160681,mmBtu/pounds steam
8,1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,August,52342933.0,pounds steam,0.00160681,mmBtu/pounds steam
9,1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,November,66135279.0,pounds steam,0.00160681,mmBtu/pounds steam
10,1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),April,158889.0,pounds steam,0.00160681,mmBtu/pounds steam
11,1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),June,38605.0,pounds steam,0.00160681,mmBtu/pounds steam
12,1006774,2016,Red Wing Plant,EU 002,Municipal Solid Waste,May,58704263.0,pounds steam,0.00160681,mmBtu/pounds steam
13,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,January,10169603.0,pounds steam,0.00159027,mmBtu/pounds steam
14,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,August,59176702.0,pounds steam,0.00159027,mmBtu/pounds steam
15,1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,July,67110598.0,pounds steam,0.00159027,mmBtu/pounds steam
16,1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,August,56546992.0,pounds steam,0.00159027,mmBtu/pounds steam
17,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,January,21468473.7,pounds steam,0.0012026,mmBtu/pounds steam
18,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,August,21468473.7,pounds steam,0.0012026,mmBtu/pounds steam
19,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,April,9802784.6,pounds steam,0.001389,mmBtu/pounds steam
20,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,July,9802784.6,pounds steam,0.001389,mmBtu/pounds steam
21,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,November,9802784.6,pounds steam,0.001389,mmBtu/pounds steam
22,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,December,9802784.6,pounds steam,0.001389,mmBtu/pounds steam
23,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,July,33564000.0,pounds steam,0.00122,mmBtu/pounds steam
24,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,December,33568.0,pounds steam,0.00122,mmBtu/pounds steam
25,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,May,38090000.0,pounds steam,0.00122,mmBtu/pounds steam
26,1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,March,82806250.0,pounds steam,0.00176,mmBtu/pounds steam
27,1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,October,82806250.0,pounds steam,0.00176,mmBtu/pounds steam
28,1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,November,82806250.0,pounds steam,0.00176,mmBtu/pounds steam
29,1002744,2016,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,May,129999166.0,pounds steam,0.0017289999999999999,mmBtu/pounds steam
30,1002744,2016,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,October,129999166.0,pounds steam,0.0017289999999999999,mmBtu/pounds steam
31,1002744,2016,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,December,129999166.0,pounds steam,0.0017289999999999999,mmBtu/pounds steam
32,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,June,15375758.3,pounds steam,0.001324,mmBtu/pounds steam
33,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,October,15375758.3,pounds steam,0.001324,mmBtu/pounds steam
34,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,December,15375758.3,pounds steam,0.001324,mmBtu/pounds steam
35,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,January,46317300.0,pounds steam,0.00130456,mmBtu/pounds steam
36,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,April,35153900.0,pounds steam,0.00130456,mmBtu/pounds steam
37,1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,May,53841300.0,pounds steam,0.00130456,mmBtu/pounds steam
38,1004865,2016,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,January,57923760.0,pounds steam,0.001607717,mmBtu/pounds steam
39,1004865,2016,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,June,50438760.0,pounds steam,0.001607717,mmBtu/pounds steam
40,1004865,2016,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,August,60444240.0,pounds steam,0.001607717,mmBtu/pounds steam
41,1004865,2016,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,September,48443520.0,pounds steam,0.001607717,mmBtu/pounds steam
42,1005528,2016,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,Municipal Solid Waste,April,65402917.0,pounds steam,0.0015584479999999998,mmBtu/pounds steam
43,1000219,2016,French Island,1,Wood and Wood Residuals (dry basis),April,23681792.0,pounds steam,0.00164,mmBtu/pounds steam
44,1000219,2016,French Island,1,Municipal Solid Waste,March,19733019.0,pounds steam,0.00164,mmBtu/pounds steam
45,1000219,2016,French Island,1,Municipal Solid Waste,June,16886650.0,pounds steam,0.00164,mmBtu/pounds steam
46,1000219,2016,French Island,1,Municipal Solid Waste,September,18090510.0,pounds steam,0.00164,mmBtu/pounds steam
47,1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),May,18572491.0,pounds steam,0.00166333,mmBtu/pounds steam
48,1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),September,16258381.0,pounds steam,0.00166333,mmBtu/pounds steam
49,1000219,2016,French Island,2,Municipal Solid Waste,November,15296243.78,pounds steam,0.00166333,mmBtu/pounds steam
50,1000219,2016,French Island,2,Municipal Solid Waste,December,14021309.77,pounds steam,0.00166333,mmBtu/pounds steam
51,1006774,2016,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),March,54910.0,pounds steam,0.00160681,mmBtu/pounds steam
52,1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,July,52018321.0,pounds steam,0.00160681,mmBtu/pounds steam
53,1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,December,70190556.0,pounds steam,0.00160681,mmBtu/pounds steam
54,1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),March,49161.0,pounds steam,0.00160681,mmBtu/pounds steam
55,1006774,2016,Red Wing Plant,EU 002,Municipal Solid Waste,February,31822640.0,pounds steam,0.00160681,mmBtu/pounds steam
56,1006774,2016,Red Wing Plant,EU 002,Municipal Solid Waste,June,68801892.0,pounds steam,0.00160681,mmBtu/pounds steam
57,1006774,2016,Red Wing Plant,EU 002,Municipal Solid Waste,July,62701210.0,pounds steam,0.00160681,mmBtu/pounds steam
58,1006774,2016,Red Wing Plant,EU 002,Municipal Solid Waste,August,64709129.0,pounds steam,0.00160681,mmBtu/pounds steam
59,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,March,66691346.0,pounds steam,0.00159027,mmBtu/pounds steam
60,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,May,59704504.0,pounds steam,0.00159027,mmBtu/pounds steam
61,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,July,62590600.0,pounds steam,0.00159027,mmBtu/pounds steam
62,1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,September,48432951.0,pounds steam,0.00159027,mmBtu/pounds steam
63,1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,February,53534241.0,pounds steam,0.00159027,mmBtu/pounds steam
64,1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,October,59200462.0,pounds steam,0.00159027,mmBtu/pounds steam
65,1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,August,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
66,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,January,37323000.0,pounds steam,0.00122,mmBtu/pounds steam
67,1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,March,34321000.0,pounds steam,0.00122,mmBtu/pounds steam
68,1000047,2016,PENOBSCOT ENERGY RECOVERY CO.,GP-MWC,Municipal Solid Waste,October,152849889.0,pounds steam,0.0013599999999999999,mmBtu/pounds steam
69,1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,February,82806250.0,pounds steam,0.00176,mmBtu/pounds steam
70,1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,June,145420800.0,pounds steam,0.001724378,mmBtu/pounds steam
71,1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,November,144470500.0,pounds steam,0.001724378,mmBtu/pounds steam
72,1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,December,136787100.0,pounds steam,0.001724378,mmBtu/pounds steam
73,1002744,2016,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,February,129999166.0,pounds steam,0.0017289999999999999,mmBtu/pounds steam
74,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,January,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
75,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,April,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
76,1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,August,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
