,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,CARBON_CONTENT,CARBON_CONTENT_UOM,FUEL_COMBUSTED,FUEL_COMBUSTED_UOM,HIGH_HEAT_VALUE,HIGH_HEAT_VALUE_UOM,MONTH
0,1005645,2016,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.0,percent by weight  expressed as a decimal fraction,0.0,short tons/month,,,May
1,1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.8959999999999999,percent by weight  expressed as a decimal fraction,0.0,short tons/month,,,January
2,1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.912,percent by weight  expressed as a decimal fraction,48.8,short tons/month,,,February
3,1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.8117,percent by weight  expressed as a decimal fraction,1020.0,short tons/month,,,December
4,1002172,2016,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.882,percent by weight  expressed as a decimal fraction,1229.7,short tons/month,,,April
5,1002172,2016,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.888,percent by weight  expressed as a decimal fraction,856.8,short tons/month,,,May
6,1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545.0,short tons/month,,,November
7,1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545.0,short tons/month,,,December
8,1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,321.1,short tons/month,,,February
9,1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.902,percent by weight  expressed as a decimal fraction,146.5,short tons/month,,,March
10,1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.895,percent by weight  expressed as a decimal fraction,260.3,short tons/month,,,October
11,1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.8959999999999999,percent by weight  expressed as a decimal fraction,163.6,short tons/month,,,December
12,1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.772,percent by weight  expressed as a decimal fraction,808.25,short tons/month,,,April
13,1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.772,percent by weight  expressed as a decimal fraction,549.35,short tons/month,,,April
14,1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.769,percent by weight  expressed as a decimal fraction,0.0,short tons/month,,,October
15,1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.754,percent by weight  expressed as a decimal fraction,1621.75,short tons/month,,,December
16,1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9198,percent by weight  expressed as a decimal fraction,783.2,short tons/month,,,February
17,1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9156,percent by weight  expressed as a decimal fraction,833.95,short tons/month,,,September
18,1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.62,percent by weight  expressed as a decimal fraction,2041.0,short tons/month,,,May
19,1007985,2016,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5739,percent by weight  expressed as a decimal fraction,4349.0,short tons/month,,,March
20,1007985,2016,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5479999999999999,percent by weight  expressed as a decimal fraction,4833.0,short tons/month,,,September
21,1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.879,percent by weight  expressed as a decimal fraction,863.9,short tons/month,,,February
22,1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.915,percent by weight  expressed as a decimal fraction,3161.2,short tons/month,,,August
23,1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.904,percent by weight  expressed as a decimal fraction,3885.1,short tons/month,,,December
24,1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.8809999999999999,percent by weight  expressed as a decimal fraction,265.9,short tons/month,,,March
25,1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.8740000000000001,percent by weight  expressed as a decimal fraction,23.3,short tons/month,,,July
26,1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.0,percent by weight  expressed as a decimal fraction,0.0,short tons/month,,,May
27,1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.89,percent by weight  expressed as a decimal fraction,2543.2,short tons/month,,,December
28,1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0086,percent by weight  expressed as a decimal fraction,400415.0,short tons/month,,,May
29,1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0087,percent by weight  expressed as a decimal fraction,517711.9,short tons/month,,,September
30,1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0078,percent by weight  expressed as a decimal fraction,543431.6,short tons/month,,,November
