,TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
0,Hours,1000324,2011,Marlboro Paper Mill,Recovery Boiler,Propane,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-5,2011-01-01-00:0,2011-12-31-00:0,Other (specify),0,1,Other (specify),annual,,1,18.9,0,0,0,0,,,
1,,1002113,2011,International Paper - Pine Hill Mill,RB1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,6850.3,.13,.013,2.7,4,,,,,,,,,,,,,,,,,,
2,,1002113,2011,International Paper - Pine Hill Mill,RB1,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2758.1,.11,.022,2.3,6.8,,,,,,,,,,,,,,,,,,
3,,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,4RF,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,2727,.05,.005,1.1,1.6,,,,,,,,,,,,,,,,,,
4,,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,4LK,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,24537,1.25,0,26.3,0,,,,,,,,,,,,,,,,,,
5,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,4484,.08,.008,1.7,2.5,,,,,,,,,,,,,,,,,,
6,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,12779,.65,0,13.7,0,,,,,,,,,,,,,,,,,,
7,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK02,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,23015,.61,0,12.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,15312,.78,0,16.4,0,,,,,,,,,,,,,,,,,,
9,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,LK01,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,35533,.94,0,19.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,1006975,2011,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,RF02,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,2418,.05,.005,1.1,1.6,,,,,,,,,,,,,,,,,,
11,,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,RF15,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,23950,.45,.05,9.5,15.5,,,,,,,,,,,,,,,,,,
12,,1006803,2011,INTERNATIONAL PAPER SAVANNA MILL,LK07,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2032.4,.07,,1.5,,,,,,,,,,,,,,,,,,,
